	Source	Length	Incompatibility Group	Predicted Plasmid/ICE	Phylum
NZ_CVPE01000006.1_Bacillaceae_bacterium_mt6_genome_assembly_Rubeoparvulum_massiliensis__contig_contig00006__whole_genome_shotgun_sequence	Genome Set	1233124	N/A	ICE	Firmicutes
NZ_DS995511.1_Bacteroides_eggerthii_DSM_20697_Scfld3_genomic_scaffold__whole_genome_shotgun_sequence	Genome Set	989858	N/A	ICE	Bacteroidetes
8080_1_78_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_ERS138176.8080_1_78.11	Genome Set	196606	N/A	ICE	Firmicutes
8080_1_80_Tenericutes_Mollicutes_Erysipelotrichales_Erysipelotrichaceae_Solobacterium_ERS138178.8080_1_80.9	Genome Set	126984	N/A	ICE	Tenericutes
NZ_JH992940.1_Bacteroides_oleiciplenus_YIT_12058_genomic_scaffold_supercont1.1__whole_genome_shotgun_sequence	Genome Set	1947083	N/A	ICE	Bacteroidetes
UMGS2010_ERR209156_bin.11_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnobacterium_NODE_2423_length_3714_cov_2.002186	Genome Set	3714	N/A	N/A	Firmicutes
NZ_GL834359.1_Clostridium_symbiosum_WAL-14673_genomic_scaffold_supercont1.3__whole_genome_shotgun_sequence	Genome Set	647965	N/A	ICE	Firmicutes
UMGS1699_SRR341590_bin.30_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_NODE_192_length_59114_cov_3.777443	Genome Set	59114	N/A	N/A	Firmicutes
14207_7_86_Firmicutes_Clostridia_Clostridiales_NA_NA_.14207_7_86.3	Genome Set	468617	N/A	ICE	Firmicutes
NZ_GG657557.1_Holdemania_filiformis_DSM_12042_genomic_scaffold_Scfld6__whole_genome_shotgun_sequence	Genome Set	411888	N/A	ICE	Tenericutes
11861_6_58_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_.11861_6_58.4	Genome Set	264389	N/A	ICE	Firmicutes
NZ_JH376873.1_Clostridium_clostridioforme_2_1_49FAA_genomic_scaffold_supercont1.4__whole_genome_shotgun_sequence	Genome Set	366225	N/A	ICE	Firmicutes
NZ_GG704769.1_Subdoligranulum_variabile_DSM_15176_genomic_scaffold_Scfld0__whole_genome_shotgun_sequence	Genome Set	2385595	N/A	ICE	Firmicutes
NZ_JH594448.1_Eubacterium_sp._3_1_31_genomic_scaffold_supercont1.1__whole_genome_shotgun_sequence	Genome Set	2298056	N/A	ICE	Tenericutes
NZ_KI271191.1_Eubacterium_ramulus_ATCC_29099_genomic_scaffold_Scaffold899__whole_genome_shotgun_sequence	Genome Set	46574	N/A	ICE	Firmicutes
UMGS1577_ERR1305905_bin.1_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_898_length_37739_cov_4.360232	Genome Set	37739	N/A	ICE	Firmicutes
NZ_CAEO01000208.1_Enterobacter_massiliensis_JC163_strain_type_strain__JC163__whole_genome_shotgun_sequence	Genome Set	318	N/A	Plasmid	Proteobacteria
UMGS1099_ERR526047_bin.23_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_4608_length_6813_cov_9.427937	Genome Set	6813	N/A	ICE	Firmicutes
UMGS1624_ERR688644_bin.6_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_NODE_461_length_32766_cov_15.976736	Genome Set	32766	N/A	ICE	Bacteroidetes
UMGS1208_ERR589513_bin.7_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_NODE_46_length_121614_cov_4.806925	Genome Set	121614	N/A	ICE	Bacteroidetes
UMGS1855_ERR1190896_bin.57_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_NA_NODE_29_length_179755_cov_4.834841	Genome Set	179755	N/A	ICE	Bacteroidetes
UMGS1938_SRR5963258_bin.3_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Dysgonomonas_NODE_100_length_75268_cov_99.547379	Genome Set	75268	N/A	ICE	Bacteroidetes
NZ_ACFY01000048.1_Roseburia_inulinivorans_DSM_16841_R_inulinivorans-1.0.1_Cont60.1__whole_genome_shotgun_sequence	Genome Set	31095	N/A	ICE	Firmicutes
NZ_HG726025.1_Bacteroides_neonati_strain_MS4__whole_genome_shotgun_sequence	Genome Set	271585	N/A	ICE	Bacteroidetes
18048_2_85_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_.18048_2_85.10	Genome Set	93432	N/A	ICE	Firmicutes
UMGS1672_ERR2013583_bin.9_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_NODE_54_length_164558_cov_16.572257	Genome Set	164558	N/A	ICE	Firmicutes
NZ_GL945337.1_Lachnospiraceae_bacterium_2_1_58FAA_genomic_scaffold_supercont1.5__whole_genome_shotgun_sequence	Genome Set	278834	N/A	ICE	Firmicutes
14207_7_1_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospira_.14207_7_1.3	Genome Set	438596	N/A	ICE	Firmicutes
20298_2_7_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_.20298_2_7.5	Genome Set	560007	N/A	ICE	Bacteroidetes
21673_4_18_Firmicutes_Clostridia_Clostridiales_NA_NA_.21673_4_18.36	Genome Set	19276	N/A	ICE	Firmicutes
14207_7_52_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_NA_.14207_7_52.1	Genome Set	845708	N/A	ICE	Firmicutes
UMGS1064_ERR321174_bin.8_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Parabacteroides_NODE_3249_length_2890_cov_3.39048	Genome Set	2890	N/A	ICE	Bacteroidetes
14207_7_23_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_.14207_7_23.19	Genome Set	131424	N/A	ICE	Bacteroidetes
UMGS920_SRR6028474_bin.9_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Butyrivibrio_NODE_749_length_10903_cov_8.213772	Genome Set	10903	N/A	N/A	Firmicutes
UMGS1054_SRR5056649_bin.8_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_9844_length_4597_cov_10.618670	Genome Set	4597	N/A	ICE	Firmicutes
14207_7_89_Firmicutes_Clostridia_Clostridiales_NA_NA_.14207_7_89.19	Genome Set	62075	N/A	ICE	Firmicutes
NZ_HE578945.1_Enterobacter_massiliensis_JC163_strain_type_strain__JC163__whole_genome_shotgun_sequence	Genome Set	2115321	N/A	ICE	Proteobacteria
20287_6_33_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Ruminococcus_.20287_6_33.4	Genome Set	104028	N/A	ICE	Firmicutes
NZ_GG663524.1_Butyrivibrio_crossotus_DSM_2876_genomic_scaffold_Scfld20__whole_genome_shotgun_sequence	Genome Set	1117448	N/A	ICE	Firmicutes
20298_3_71_Firmicutes_Clostridia_Clostridiales_NA_NA_.20298_3_71.5	Genome Set	91539	N/A	ICE	Firmicutes
UMGS1126_ERR414269_bin.20_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_NA_NODE_370_length_34268_cov_5.871452	Genome Set	34268	N/A	ICE	Bacteroidetes
NZ_GG662007.1_Coprococcus_comes_ATCC_27758_genomic_scaffold_Scfld2__whole_genome_shotgun_sequence	Genome Set	847455	N/A	ICE	Firmicutes
UMGS1222_SRR5579983_bin.22_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_NA_NODE_802_length_32127_cov_4.087239	Genome Set	32127	N/A	N/A	Firmicutes
NZ_GL538344.1_Faecalibacterium_cf._prausnitzii_KLE1255_genomic_scaffold_Scfld597__whole_genome_shotgun_sequence	Genome Set	114818	N/A	ICE	Firmicutes
UMGS918_ERR911961_bin.59_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_205_length_112838_cov_27.934804	Genome Set	112838	N/A	ICE	Firmicutes
20287_6_37_Firmicutes_Clostridia_Clostridiales_NA_NA_.20287_6_37.9	Genome Set	95645	N/A	ICE	Firmicutes
NZ_GL520141.1_Erysipelotrichaceae_bacterium_3_1_53_genomic_scaffold_supercont1.10__whole_genome_shotgun_sequence	Genome Set	166748	N/A	ICE	Tenericutes
13470_2_65_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_.13470_2_65.1	Genome Set	545501	N/A	ICE	Bacteroidetes
21673_4_5_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Barnesiella_.21673_4_5.1	Genome Set	1093194	N/A	ICE	Bacteroidetes
UMGS762_SRR5127675_bin.13_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_71_length_46760_cov_44.470464	Genome Set	46760	N/A	ICE	Firmicutes
NZ_KI391975.1_Streptococcus_sp._2_1_36FAA_genomic_scaffold_supercont2.4__whole_genome_shotgun_sequence	Genome Set	512958	N/A	ICE	Firmicutes
NZ_DS990120.2_Bacteroides_plebeius_DSM_17135_Scfld_02_3_genomic_scaffold__whole_genome_shotgun_sequence	Genome Set	51161	rep_cluster_663	N/A	Bacteroidetes
UMGS1469_ERR688640_bin.60_Tenericutes_Mollicutes_Erysipelotrichales_Erysipelotrichaceae_Solobacterium_NODE_57_length_133550_cov_7.011229	Genome Set	133550	N/A	ICE	Tenericutes
UMGS528_ERR526064_bin.43_Proteobacteria_Gammaproteobacteria_Aeromonadales_Succinivibrionaceae_NA_NODE_3497_length_7174_cov_3.224189	Genome Set	7174	N/A	N/A	Proteobacteria
UMGS1255_ERR1578662_bin.19_Tenericutes_Mollicutes_Erysipelotrichales_Erysipelotrichaceae_Solobacterium_NODE_442_length_42292_cov_5.23548	Genome Set	42292	N/A	N/A	Tenericutes
UMGS261_ERR1190811_bin.41_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_118_length_87886_cov_15.631121	Genome Set	87886	N/A	ICE	Firmicutes
13414_6_47_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnobacterium_.13414_6_47.1	Genome Set	454536	N/A	ICE	Firmicutes
UMGS1698_ERR866580_bin.6_Proteobacteria_Betaproteobacteria_Rhodocyclales_Rhodocyclaceae_NA_NODE_386_length_5075_cov_2.65837	Genome Set	5075	N/A	ICE	Proteobacteria
14207_7_83_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Roseburia_.14207_7_83.13	Genome Set	127496	N/A	ICE	Firmicutes
NZ_DS981459.1_Bacteroides_coprocola_DSM_17136_Scfld_02_32_genomic_scaffold__whole_genome_shotgun_sequence	Genome Set	55654	N/A	ICE	Bacteroidetes
12718_7_92_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_.12718_7_92.2	Genome Set	440044	N/A	ICE	Firmicutes
UMGS387_SRR2912795_bin.15_Actinobacteria_Actinobacteria_Coriobacteriales_Coriobacteriaceae_Collinsella_NODE_41_length_120776_cov_13.684951	Genome Set	120776	N/A	ICE	Actinobacteria
UMGS1683_ERR688506_bin.43_Actinobacteria_Actinobacteria_Coriobacteriales_Coriobacteriaceae_Collinsella_NODE_99_length_104584_cov_15.811583	Genome Set	104584	N/A	ICE	Actinobacteria
UMGS1234_SRR3582140_bin.13_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_405_length_24976_cov_14.490109	Genome Set	24976	N/A	ICE	Firmicutes
NZ_KQ033902.1_Parabacteroides_sp._HGS0025_genomic_scaffold_aczIs-supercont1.1__whole_genome_shotgun_sequence	Genome Set	4460853	N/A	ICE	Bacteroidetes
13414_6_33_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_.13414_6_33.10	Genome Set	204662	N/A	ICE	Firmicutes
UMGS59_ERR589527_bin.14_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_NODE_1354_length_20035_cov_12.651502	Genome Set	20035	N/A	ICE	Firmicutes
14207_7_23_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_.14207_7_23.49	Genome Set	27784	N/A	ICE	Bacteroidetes
20298_3_36_Firmicutes_Clostridia_Clostridiales_Clostridiales_Family_XI_Peptoniphilus_.20298_3_36.2	Genome Set	497322	N/A	ICE	Firmicutes
8080_1_78_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_ERS138176.8080_1_78.67	Genome Set	11833	N/A	N/A	Firmicutes
20298_3_58_Firmicutes_Clostridia_Clostridiales_NA_NA_.20298_3_58.14	Genome Set	110548	N/A	ICE	Firmicutes
NZ_FIZW01000002.1_Murdochiella_massiliensis_strain_SIT12__whole_genome_shotgun_sequence	Genome Set	1293679	N/A	ICE	Firmicutes
NZ_GL405236.1_Campylobacter_coli_JV20_genomic_scaffold_SCAFFOLD2__whole_genome_shotgun_sequence	Genome Set	28289	N/A	N/A	Proteobacteria
UMGS173_ERR589506_bin.19_Firmicutes_Clostridia_Clostridiales_Eubacteriaceae_Eubacterium_NODE_18_length_337837_cov_14.6476	Genome Set	337837	N/A	ICE	Firmicutes
14207_7_87_Firmicutes_Clostridia_Clostridiales_NA_NA_.14207_7_87.24	Genome Set	37528	N/A	N/A	Firmicutes
14207_6_12_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_.14207_6_12.4	Genome Set	197981	N/A	ICE	Bacteroidetes
NZ_GL945171.1_Lachnospiraceae_bacterium_1_4_56FAA_genomic_scaffold_supercont1.9__whole_genome_shotgun_sequence	Genome Set	85416	N/A	ICE	Firmicutes
NZ_LN884299.1_Paenibacillus_ihumii_strain_AT5__whole_genome_shotgun_sequence	Genome Set	4112046	N/A	ICE	Firmicutes
13414_6_34_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_.13414_6_34.3	Genome Set	567454	N/A	ICE	Firmicutes
14207_6_3_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_NA_.14207_6_3.35	Genome Set	22181	N/A	ICE	Bacteroidetes
20298_2_23_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_.20298_2_23.5	Genome Set	207404	N/A	ICE	Bacteroidetes
UMGS94_SRR5558107_bin.35_Actinobacteria_Actinobacteria_Coriobacteriales_Coriobacteriaceae_Collinsella_NODE_156_length_115659_cov_6.943226	Genome Set	115659	N/A	ICE	Actinobacteria
18048_2_67_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_.18048_2_67.12	Genome Set	113960	N/A	ICE	Firmicutes
14207_7_43_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_.14207_7_43.42	Genome Set	22823	N/A	ICE	Firmicutes
UMGS1132_ERR1620269_bin.14_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_121_length_54507_cov_7.979468	Genome Set	54507	N/A	ICE	Firmicutes
NZ_GL890520.1_Lachnospiraceae_bacterium_3_1_46FAA_genomic_scaffold_supercont1.1__whole_genome_shotgun_sequence	Genome Set	923619	N/A	ICE	Firmicutes
14207_7_56_Firmicutes_Clostridia_Clostridiales_NA_NA_.14207_7_56.19	Genome Set	67040	N/A	ICE	Firmicutes
NZ_GL890551.1_Lachnospiraceae_bacterium_6_1_63FAA_genomic_scaffold_supercont1.4__whole_genome_shotgun_sequence	Genome Set	331894	N/A	ICE	Firmicutes
UMGS359_ERR526036_bin.30_Firmicutes_Negativicutes_Selenomonadales_Veillonellaceae_Dialister_NODE_34_length_187451_cov_9.88886	Genome Set	187451	N/A	ICE	Firmicutes
NZ_JH660541.1_Escherichia_sp._4_1_40B_supercont2.3__whole_genome_shotgun_sequence	Genome Set	2711194	N/A	ICE	Proteobacteria
UMGS763_ERR414230_bin.27_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_NODE_650_length_35963_cov_5.078061	Genome Set	35963	N/A	ICE	Bacteroidetes
NZ_GL636615.1_Streptococcus_anginosus_1_2_62CV_genomic_scaffold_supercont1.1__whole_genome_shotgun_sequence	Genome Set	1137758	N/A	ICE	Firmicutes
UMGS355_ERR1018193_bin.15_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NODE_415_length_41034_cov_12.974890	Genome Set	41034	N/A	ICE	Bacteroidetes
NZ_GL834360.1_Clostridium_symbiosum_WAL-14673_genomic_scaffold_supercont1.4__whole_genome_shotgun_sequence	Genome Set	628413	N/A	ICE	Firmicutes
21673_4_18_Firmicutes_Clostridia_Clostridiales_NA_NA_.21673_4_18.25	Genome Set	37136	N/A	ICE	Firmicutes
UMGS722_ERR1297657_bin.16_Actinobacteria_Actinobacteria_Coriobacteriales_Coriobacteriaceae_Collinsella_NODE_463_length_19232_cov_3.599990	Genome Set	19232	N/A	N/A	Actinobacteria
UMGS2059_ERR1297781_bin.12_Actinobacteria_Actinobacteria_Coriobacteriales_Coriobacteriaceae_Collinsella_NODE_1306_length_5134_cov_1.744241	Genome Set	5134	N/A	N/A	Actinobacteria
12718_7_72_Firmicutes_Clostridia_Clostridiales_NA_NA_.12718_7_72.10	Genome Set	106334	N/A	ICE	Firmicutes
NZ_CTEJ01000002.1_Lascolabacillus_massiliensis_strain_SIT8__whole_genome_shotgun_sequence	Genome Set	1664769	N/A	ICE	Bacteroidetes
13470_2_81_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_.13470_2_81.55	Genome Set	15516	N/A	ICE	Firmicutes
UMGS339_ERR688601_bin.50_Tenericutes_Mollicutes_Erysipelotrichales_Erysipelotrichaceae_Solobacterium_NODE_139_length_59262_cov_20.122553	Genome Set	59262	N/A	N/A	Tenericutes
13470_2_67_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Parabacteroides_.13470_2_67.1	Genome Set	1084885	N/A	ICE	Bacteroidetes
NZ_JH370372.1_Alistipes_indistinctus_YIT_12060_genomic_scaffold_supercont1.2__whole_genome_shotgun_sequence	Genome Set	1180242	N/A	ICE	Bacteroidetes
14207_7_90_Firmicutes_Clostridia_Clostridiales_NA_NA_.14207_7_90.24	Genome Set	56332	N/A	ICE	Firmicutes
12718_7_29_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_.12718_7_29.4	Genome Set	636223	N/A	ICE	Bacteroidetes
13414_6_33_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_.13414_6_33.15	Genome Set	81687	N/A	ICE	Firmicutes
UMGS1254_SRR5056823_bin.4_Actinobacteria_Actinobacteria_Coriobacteriales_Coriobacteriaceae_NA_NODE_161_length_77872_cov_5.630531	Genome Set	77872	N/A	N/A	Actinobacteria
20298_3_64_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_NA_.20298_3_64.8	Genome Set	171063	N/A	ICE	Firmicutes
NZ_CP009244.1_Corynebacterium_ammoniagenes_DSM_20306_strain_9.6__complete_genome	Genome Set	2790185	N/A	ICE	Actinobacteria
UMGS1673_ERR1578622_bin.15_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_NODE_109_length_101491_cov_6.855268	Genome Set	101491	N/A	N/A	Firmicutes
UMGS709_SRR2992911_bin.12_Firmicutes_Clostridia_Clostridiales_Oscillospiraceae_Oscillibacter_NODE_89_length_47951_cov_16.1827	Genome Set	47951	N/A	ICE	Firmicutes
UMGS1389_ERR1620298_bin.4_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_8_length_243532_cov_22.544561	Genome Set	243532	N/A	ICE	Firmicutes
NZ_GG703826.1_Providencia_rustigianii_DSM_4541_Scfld9__whole_genome_shotgun_sequence	Genome Set	14718	N/A	N/A	Proteobacteria
14207_7_37_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_.14207_7_37.28	Genome Set	50659	N/A	ICE	Firmicutes
UMGS1425_ERR1190839_bin.22_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_NODE_273_length_67352_cov_29.245613	Genome Set	67352	N/A	N/A	Firmicutes
UMGS1243_SRR5558136_bin.38_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_NODE_1366_length_12379_cov_4.669241	Genome Set	12379	N/A	Plasmid	Firmicutes
21673_4_19_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_.21673_4_19.6	Genome Set	194038	N/A	ICE	Firmicutes
21673_4_33_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Parabacteroides_.21673_4_33.16	Genome Set	142305	N/A	ICE	Bacteroidetes
NZ_FLKP01000001.1_Christensenella_timonensis_strain_Marseille-P2437__whole_genome_shotgun_sequence	Genome Set	336694	N/A	ICE	Firmicutes
UMGS1113_SRR5580042_bin.20_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_271_length_66560_cov_8.986222	Genome Set	66560	N/A	ICE	Firmicutes
20298_3_35_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_.20298_3_35.26	Genome Set	46313	N/A	N/A	Firmicutes
UMGS1011_ERR414329_bin.39_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_352_length_31600_cov_4.645681	Genome Set	31600	N/A	N/A	Firmicutes
UMGS182_ERR636351_bin.83_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NODE_410_length_73683_cov_19.574469	Genome Set	73683	N/A	ICE	Bacteroidetes
NZ_LN908986.1_Eggerthellaceae_bacterium_AT8_genome_assembly_Hugonella_massiliensis__scaffold_scaffold00009__whole_genome_shotgun_sequence	Genome Set	1475894	N/A	ICE	Actinobacteria
14207_6_13_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_.14207_6_13.8	Genome Set	124262	N/A	ICE	Bacteroidetes
11861_6_58_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Blautia_.11861_6_58.6	Genome Set	254968	N/A	ICE	Firmicutes
UMGS1981_SRR1761711_bin.3_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_1274_length_11054_cov_7.255569	Genome Set	11054	N/A	ICE	Firmicutes
UMGS219_ERR321453_bin.7_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NODE_1959_length_2167_cov_2.57008	Genome Set	2167	N/A	N/A	Bacteroidetes
NZ_FCEX01000010.1_Peptoniphilus_phoceensis_strain_SIT15__whole_genome_shotgun_sequence	Genome Set	210464	N/A	ICE	Firmicutes
13414_6_50_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Dorea_.13414_6_50.4	Genome Set	224182	N/A	ICE	Firmicutes
NZ_GG703824.1_Providencia_rustigianii_DSM_4541_Scfld7__whole_genome_shotgun_sequence	Genome Set	34809	N/A	Plasmid	Proteobacteria
20298_2_28_Firmicutes_Clostridia_Clostridiales_NA_NA_.20298_2_28.8	Genome Set	125385	N/A	ICE	Firmicutes
UMGS1833_SRR5963345_bin.25_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Robinsoniella_NODE_164_length_66468_cov_35.886491	Genome Set	66468	N/A	ICE	Firmicutes
UMGS1383_SRR5558252_bin.31_Tenericutes_NA_NA_NA_NA_NODE_89_length_68031_cov_15.138770	Genome Set	68031	N/A	N/A	Tenericutes
21673_4_3_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_.21673_4_3.5	Genome Set	179999	N/A	ICE	Firmicutes
NZ_FCEX01000008.1_Peptoniphilus_phoceensis_strain_SIT15__whole_genome_shotgun_sequence	Genome Set	180850	rep_cluster_1663	ICE	Firmicutes
NZ_GG669059.1_Enterococcus_faecium_TX1330_genomic_scaffold_SCAFFOLD3__whole_genome_shotgun_sequence	Genome Set	174673	rep_cluster_893	ICE	Firmicutes
UMGS200_SRR6028624_bin.16_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_NODE_3094_length_3009_cov_5.140826	Genome Set	3009	N/A	Plasmid	Firmicutes
UMGS1553_ERR1190927_bin.14_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_NODE_2995_length_11732_cov_8.888327	Genome Set	11732	N/A	N/A	Firmicutes
NZ_JH590968.1_Erysipelotrichaceae_bacterium_6_1_45_genomic_scaffold_supercont1.1__whole_genome_shotgun_sequence	Genome Set	1457366	N/A	ICE	Tenericutes
UMGS2027_SRR1761721_bin.40_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_NODE_177_length_47136_cov_11.253542	Genome Set	47136	N/A	ICE	Bacteroidetes
20287_6_22_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_Ruminococcus_.20287_6_22.5	Genome Set	165189	N/A	ICE	Firmicutes
18048_1_69_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_.18048_1_69.36	Genome Set	27559	N/A	ICE	Firmicutes
UMGS1099_ERR526047_bin.23_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_1229_length_20502_cov_11.842324	Genome Set	20502	N/A	ICE	Firmicutes
UMGS1927_ERR866601_bin.6_Bacteroidetes_Bacteroidia_Bacteroidales_Prevotellaceae_Prevotella_NODE_3_length_89786_cov_6.75384	Genome Set	89786	N/A	ICE	Bacteroidetes
13470_2_92_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_NA_.13470_2_92.9	Genome Set	121460	N/A	ICE	Firmicutes
NZ_JH376470.1_Pseudomonas_sp._2_1_26_genomic_scaffold_supercont1.10__whole_genome_shotgun_sequence	Genome Set	238682	N/A	ICE	Proteobacteria
UMGS208_ERR525989_bin.4_Bacteroidetes_Bacteroidia_Bacteroidales_Porphyromonadaceae_Parabacteroides_NODE_83_length_109882_cov_17.4494	Genome Set	109882	N/A	ICE	Bacteroidetes
NZ_GL891980.1_Dysgonomonas_gadei_ATCC_BAA-286_genomic_scaffold_supercont1.2__whole_genome_shotgun_sequence	Genome Set	716230	N/A	ICE	Bacteroidetes
UMGS530_SRR2155369_bin.7_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_55_length_73793_cov_20.1867	Genome Set	73793	N/A	ICE	Firmicutes
UMGS174_SRR1761690_bin.37_Firmicutes_Clostridia_Clostridiales_Ruminococcaceae_NA_NODE_34_length_133449_cov_98.451197	Genome Set	133449	N/A	ICE	Firmicutes
20298_3_63_Bacteroidetes_Bacteroidia_Bacteroidales_Rikenellaceae_Alistipes_.20298_3_63.1	Genome Set	819193	N/A	ICE	Bacteroidetes
UMGS1710_ERR1293845_bin.21_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_NODE_1757_length_5963_cov_2.464624	Genome Set	5963	N/A	N/A	Bacteroidetes
UMGS35_ERR525726_bin.20_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_NODE_230_length_59839_cov_12.161	Genome Set	59839	N/A	ICE	Firmicutes
14207_7_1_Firmicutes_Clostridia_Clostridiales_Lachnospiraceae_Lachnospira_.14207_7_1.13	Genome Set	46624	N/A	N/A	Firmicutes
UMGS1852_ERR414343_bin.75_Firmicutes_Clostridia_Clostridiales_Peptostreptococcaceae_Clostridium_NODE_565_length_41169_cov_6.546432	Genome Set	41169	N/A	Plasmid	Firmicutes
UMGS897_SRR2155371_bin.22_Firmicutes_Clostridia_Clostridiales_NA_NA_NODE_243_length_43914_cov_18.246061	Genome Set	43914	N/A	ICE	Firmicutes
14207_6_13_Bacteroidetes_Bacteroidia_Bacteroidales_Bacteroidaceae_Bacteroides_.14207_6_13.36	Genome Set	44469	N/A	ICE	Bacteroidetes
